license_plate,month,visit_count,total,cornsilk,slate_gray,navajo_white,avg_trip
BOR-QF-7563,2020.01,7,263.0,23,14,24,37.57142857142857
LSN-HM-976,2020.01,2,21.0,0,0,3,10.5
HVL-A-891,2020.01,2,48.0,10,2,3,24.0
RÜG-K-633,2020.01,4,72.5,10,9,3,18.125
GAP-K-7,2020.01,5,152.0,13,8,14,30.4
WST-ZT-33,2020.01,5,117.5,8,15,7,23.5
WM-RI-753,2020.01,3,55.0,3,6,4,18.333333333333332
MN-W-8,2020.01,7,142.0,15,10,11,20.285714285714285
BOR-D-22,2020.01,5,156.5,10,19,10,31.3
WOB-RZ-79,2020.01,5,174.5,19,13,13,34.9
RO-N-61,2020.01,2,33.0,6,6,0,16.5
B-T-39,2020.01,2,51.5,3,5,4,25.75
HF-G-1813,2020.01,5,135.5,10,11,11,27.1
P-E-47,2020.01,6,179.5,11,19,13,29.916666666666668
H-G-22,2020.01,3,71.0,4,4,7,23.666666666666668
STA-YH-12,2020.01,5,211.5,20,9,20,42.3
KN-A-348,2020.01,5,151.5,11,15,11,30.3
MOS-HU-573,2020.01,7,213.5,14,15,19,30.5
FS-V-665,2020.01,1,14.0,0,2,1,14.0
IGB-HT-668,2020.01,3,77.0,7,2,8,25.666666666666668
TÖL-J-243,2020.01,4,141.5,13,7,13,35.375
SC-KR-234,2020.01,3,88.5,11,11,4,29.5
ME-Y-127,2020.01,5,144.5,11,21,7,28.9
G-O-397,2020.01,4,144.0,9,10,13,36.0
SOK-B-14,2020.01,3,43.5,6,3,3,14.5
LOS-TT-6514,2020.01,4,126.0,7,12,10,31.5
GS-R-5,2020.01,3,79.0,8,6,6,26.333333333333332
MSP-RR-3899,2020.01,2,66.0,5,4,6,33.0
OHZ-W-68,2020.01,7,345.5,10,17,38,49.357142857142854
NW-J-552,2020.01,2,30.5,3,5,1,15.25
BOR-Y-81,2020.01,3,78.0,11,2,7,26.0
LIF-EO-521,2020.01,5,201.0,20,14,16,40.2
RE-TB-845,2020.01,5,191.0,8,14,18,38.2
FN-WB-584,2020.01,4,122.5,7,5,13,30.625
MA-I-87,2020.01,3,20.0,3,2,1,6.666666666666667
MR-Z-935,2020.01,3,141.0,18,2,14,47.0
MVL-FA-18,2020.01,5,132.0,3,12,12,26.4
DAH-G-83,2020.01,4,127.0,18,10,8,31.75
LG-W-468,2020.01,7,247.5,10,7,29,35.357142857142854
GRZ-F-893,2020.01,3,63.0,0,4,7,21.0
SHA-AS-8,2020.01,4,116.5,4,5,13,29.125
OH-C-49,2020.01,6,284.0,23,20,24,47.333333333333336
NR-LN-2929,2020.01,3,138.5,8,11,12,46.166666666666664
NR-S-932,2020.01,4,103.5,15,1,10,25.875
WUG-BQ-649,2020.01,5,93.5,10,3,9,18.7
LDS-I-15,2020.01,3,88.5,11,7,6,29.5
RÜD-D-35,2020.01,3,98.0,7,6,9,32.666666666666664
EN-T-6,2020.01,4,172.0,9,10,17,43.0
RT-SA-7926,2020.01,1,40.5,1,3,4,40.5
AW-S-6395,2020.01,2,78.5,6,5,7,39.25
SN-PC-727,2020.01,7,226.0,15,20,18,32.285714285714285
NOM-VU-5,2020.01,6,195.5,19,17,14,32.583333333333336
BS-VO-17,2020.01,3,84.0,14,4,6,28.0
DH-X-716,2020.01,4,88.5,4,3,10,22.125
BD-Z-2645,2020.01,6,184.5,31,9,13,30.75
HER-T-32,2020.01,4,101.0,12,4,9,25.25
DH-WY-99,2020.01,5,136.5,14,15,8,27.3
MKK-UL-342,2020.01,6,190.5,13,21,13,31.75
WZ-GX-1,2020.01,6,142.5,10,9,13,23.75
TBB-EV-82,2020.01,6,162.5,13,31,4,27.083333333333332
LA-DH-8938,2020.01,5,120.5,13,15,6,24.1
KU-BN-63,2020.01,3,105.0,7,12,7,35.0
KA-RJ-3,2020.01,6,176.0,18,20,10,29.333333333333332
VK-K-32,2020.01,4,112.5,9,13,7,28.125
VS-LV-958,2020.01,5,197.5,13,9,20,39.5
LSA-DT-372,2020.01,5,185.0,12,10,18,37.0
HER-A-94,2020.01,7,231.5,9,19,21,33.07142857142857
DH-MT-479,2020.01,5,160.0,17,16,10,32.0
EIC-KE-435,2020.01,3,57.0,4,2,6,19.0
EMS-L-9414,2020.01,5,126.0,21,4,10,25.2
UN-KX-61,2020.01,4,129.0,5,4,15,32.25
ZW-X-61,2020.01,5,141.0,4,22,8,28.2
LDK-O-871,2020.01,11,286.5,26,23,22,26.045454545454547
THW-Z-13,2020.01,1,48.0,3,6,3,48.0
M-Y-1293,2020.01,8,272.0,17,30,19,34.0
HO-CO-999,2020.01,6,194.0,6,14,19,32.333333333333336
DU-P-431,2020.01,6,153.5,12,13,12,25.583333333333332
MI-GD-9572,2020.01,4,172.5,11,15,14,43.125
LU-QM-5755,2020.01,4,116.5,11,5,11,29.125
PM-S-71,2020.01,4,71.5,6,5,6,17.875
SB-QO-122,2020.01,8,311.5,28,29,22,38.9375
HF-L-52,2020.01,3,26.0,6,4,0,8.666666666666666
BRA-TH-4,2020.01,5,135.5,17,13,8,27.1
TUT-O-99,2020.01,2,156.0,8,12,14,78.0
LEV-J-62,2020.01,2,32.0,2,4,2,16.0
GER-JT-17,2020.01,6,200.0,16,16,16,33.333333333333336
REG-XM-734,2020.01,9,274.0,18,22,23,30.444444444444443
ROW-N-432,2020.01,6,195.0,10,20,15,32.5
FF-C-866,2020.01,4,144.5,11,7,14,36.125
PS-CS-44,2020.01,3,83.0,10,6,6,27.666666666666668
HOL-Q-84,2020.01,4,67.5,11,5,4,16.875
ST-V-683,2020.01,4,136.5,7,7,14,34.125
AM-VR-87,2020.01,7,215.0,27,24,11,30.714285714285715
SOK-M-8914,2020.01,7,188.5,12,27,10,26.928571428571427
BO-Y-9,2020.01,3,131.0,6,10,12,43.666666666666664
LD-S-39,2020.01,4,102.5,11,9,7,25.625
H-HM-9,2020.01,7,205.5,17,13,18,29.357142857142858
RO-P-622,2020.01,5,131.0,6,14,10,26.2
MK-B-7,2020.01,3,59.5,7,7,3,19.833333333333332
EI-AH-375,2020.01,7,170.0,15,8,16,24.285714285714285
BL-IB-934,2020.01,1,30.0,1,0,4,30.0
GÜ-RR-98,2020.01,7,205.5,24,23,11,29.357142857142858
LD-CK-793,2020.01,4,142.0,8,14,11,35.5
RW-U-95,2020.01,5,95.0,9,6,8,19.0
SHA-SB-8,2020.01,3,85.5,6,1,10,28.5
WUG-NT-542,2020.01,5,190.0,11,18,15,38.0
OE-FZ-829,2020.01,2,49.0,0,4,5,24.5
HWI-KK-52,2020.01,6,147.0,7,10,14,24.5
AB-JT-79,2020.01,6,102.0,16,6,7,17.0
TÖL-L-974,2020.01,4,118.0,10,12,8,29.5
HG-NS-13,2020.01,10,342.5,12,25,33,34.25
HS-TM-25,2020.01,2,72.0,8,10,3,36.0
A-R-195,2020.01,3,93.5,10,3,9,31.166666666666668
DL-TE-9762,2020.01,3,106.5,20,9,5,35.5
RZ-ZU-168,2020.01,4,78.5,13,9,3,19.625
GI-XZ-2771,2020.01,1,13.0,3,0,1,13.0
EU-KF-383,2020.01,8,247.0,29,16,19,30.875
OPR-YS-695,2020.01,5,116.5,11,7,10,23.3
GÖ-Y-61,2020.01,4,58.5,10,3,4,14.625
SK-YB-268,2020.01,5,186.5,11,13,17,37.3
WOB-G-37,2020.01,6,207.0,16,10,20,34.5
S-J-74,2020.01,8,333.5,18,21,32,41.6875
HSK-L-873,2020.01,4,130.5,18,9,9,32.625
RÜD-YQ-4,2020.01,2,89.5,1,11,7,44.75
ND-I-232,2020.01,6,197.0,18,16,15,32.833333333333336
SOK-X-75,2020.01,3,84.0,7,8,6,28.0
PLÖ-OW-75,2020.01,6,158.5,11,17,11,26.416666666666668
CB-V-324,2020.01,2,43.5,6,5,2,21.75
FD-Y-49,2020.01,3,123.5,4,9,12,41.166666666666664
BP-PV-56,2020.01,2,114.0,15,8,8,57.0
NU-PM-2,2020.01,4,109.0,16,6,8,27.25
WAF-V-2673,2020.01,7,145.0,13,10,12,20.714285714285715
C-PQ-668,2020.01,2,61.0,6,8,3,30.5
WIL-A-2679,2020.01,7,189.5,16,15,15,27.071428571428573
FT-WA-722,2020.01,3,108.0,19,4,8,36.0
DAU-P-533,2020.01,3,68.0,6,6,5,22.666666666666668
EMD-HX-24,2020.01,1,30.0,1,4,2,30.0
ME-Z-22,2020.01,8,220.5,14,17,19,27.5625
ESW-WD-927,2020.01,9,285.0,34,28,17,31.666666666666668
AW-DA-46,2020.01,4,180.5,15,11,16,45.125
AW-UI-422,2020.01,5,129.0,5,14,10,25.8
OD-NK-24,2020.01,2,52.0,5,6,3,26.0
SHG-Y-117,2020.01,2,61.0,6,6,4,30.5
EU-D-4,2020.01,3,50.5,6,5,3,16.833333333333332
HF-BN-8,2020.01,7,145.5,15,5,14,20.785714285714285
BA-A-92,2020.01,5,269.0,19,26,20,53.8
HGW-WZ-624,2020.01,7,168.0,14,4,18,24.0
NWM-B-626,2020.01,4,117.5,8,13,8,29.375
WAF-P-167,2020.01,4,88.5,4,3,10,22.125
J-Z-51,2020.01,6,176.5,6,15,16,29.416666666666668
WAF-AR-4759,2020.01,4,100.5,10,9,7,25.125
OB-HL-978,2020.01,2,59.0,5,2,6,29.5
SW-EN-465,2020.01,4,141.5,6,15,11,35.375
WF-WW-2,2020.01,4,98.0,7,10,7,24.5
CE-WA-67,2020.01,6,84.5,16,5,5,14.083333333333334
SK-LP-46,2020.01,3,106.0,11,12,6,35.333333333333336
HDH-GJ-64,2020.01,5,191.0,15,10,18,38.2
TBB-Q-3,2020.01,4,169.0,4,20,13,42.25
KI-HP-645,2020.01,5,95.5,18,7,5,19.1
MS-F-74,2020.01,5,238.5,16,17,21,47.7
RT-I-15,2020.01,5,165.5,11,5,18,33.1
C-F-37,2020.01,5,107.5,10,9,8,21.5
DU-ZW-559,2020.01,5,135.0,15,2,14,27.0
AK-LC-11,2020.01,6,178.0,12,12,16,29.666666666666668
NF-H-1344,2020.01,6,222.0,27,12,18,37.0
HL-WN-13,2020.01,3,60.5,4,9,3,20.166666666666668
AUR-QQ-56,2020.01,5,170.0,15,6,17,34.0
RA-KF-6934,2020.01,5,146.0,17,4,14,29.2
LSN-N-9759,2020.01,4,123.0,9,10,10,30.75
FF-B-49,2020.01,2,32.5,4,1,3,16.25
WÜ-JN-76,2020.01,2,94.0,5,6,9,47.0
WHV-TS-31,2020.01,4,79.5,10,1,8,19.875
NVP-Q-6964,2020.01,3,104.0,10,6,9,34.666666666666664
NW-S-36,2020.01,3,87.5,7,5,8,29.166666666666668
FB-IP-9853,2020.01,7,228.5,18,19,18,32.642857142857146
MÜ-G-464,2020.01,6,142.0,15,8,12,23.666666666666668
HN-CL-66,2020.01,4,96.0,6,8,8,24.0
AN-JI-788,2020.01,4,104.0,3,12,8,26.0
FL-FE-453,2020.01,2,57.5,6,7,3,28.75
BN-PG-22,2020.01,2,36.0,4,2,3,18.0
IK-V-18,2020.01,5,145.0,6,18,10,29.0
R-C-42,2020.01,4,142.0,15,20,6,35.5
KÜN-W-532,2020.01,7,245.0,21,12,23,35.0
OSL-BW-924,2020.01,4,111.5,19,7,7,27.875
EA-OM-46,2020.01,6,151.0,9,12,13,25.166666666666668
SAD-X-4,2020.01,3,105.0,14,0,11,35.0
OPR-TN-8,2020.01,3,67.5,11,7,3,22.5
MS-NB-8274,2020.01,4,144.0,16,8,12,36.0
LDS-L-17,2020.01,2,124.0,13,4,12,62.0
OHV-NV-458,2020.01,4,98.5,9,11,6,24.625
RPL-DE-9572,2020.01,4,119.5,9,9,10,29.875
HF-S-31,2020.01,5,152.5,15,9,13,30.5
FFB-H-545,2020.01,3,60.0,9,2,5,20.0
AZ-HX-92,2020.01,7,196.0,14,10,19,28.0
KÜN-SR-79,2020.01,4,175.0,7,8,19,43.75
J-RW-6,2020.01,4,105.5,9,5,10,26.375
NK-PB-23,2020.01,2,65.0,8,2,6,32.5
MN-JI-5391,2020.01,2,70.0,7,2,7,35.0
N-L-913,2020.01,4,176.5,20,11,14,44.125
MVL-ZM-31,2020.01,7,303.0,22,18,28,43.285714285714285
NB-Y-691,2020.01,4,118.0,10,4,12,29.5
LSN-P-554,2020.01,6,133.0,14,6,12,22.166666666666668
HR-G-91,2020.01,5,171.5,14,21,10,34.3
A-H-859,2020.01,6,226.0,22,10,21,37.666666666666664
NE-JC-978,2020.01,4,173.0,6,14,16,43.25
HAL-S-221,2020.01,3,94.0,5,6,9,31.333333333333332
GF-G-82,2020.01,2,49.0,0,2,6,24.5
KL-O-98,2020.01,10,260.0,18,20,22,26.0
CO-O-5,2020.01,4,118.0,10,16,6,29.5
LG-AK-79,2020.01,3,151.5,11,5,16,50.5
NVP-X-772,2020.01,3,37.0,8,2,2,12.333333333333334
ES-P-63,2020.01,5,159.0,20,16,9,31.8
TIR-F-322,2020.01,3,110.0,6,4,12,36.666666666666664
ES-F-78,2020.01,2,47.5,8,5,2,23.75
FRG-D-5289,2020.01,6,194.0,20,18,13,32.333333333333336
AZ-DH-64,2020.01,5,169.0,11,10,16,33.8
KN-XM-84,2020.01,4,160.5,5,13,15,40.125
THL-PB-93,2020.01,6,155.0,18,12,11,25.833333333333332
MA-AA-3645,2020.01,2,64.5,6,3,6,32.25
GÜ-M-3733,2020.01,10,383.0,41,20,33,38.3
RÜG-YG-27,2020.01,4,63.5,9,7,3,15.875
CB-VW-163,2020.01,4,179.5,4,5,22,44.875
MST-F-51,2020.01,4,76.0,10,6,5,19.0
HX-VE-52,2020.01,4,119.0,7,12,9,29.75
Y-WU-48,2020.01,4,158.5,11,15,12,39.625
FRG-RA-776,2020.01,3,46.5,4,5,3,15.5
KO-SG-852,2020.01,5,142.5,17,5,13,28.5
TÜ-ZB-288,2020.01,6,187.5,15,23,11,31.25
RÜG-HL-828,2020.01,4,130.0,16,14,7,32.5
AIC-Q-5,2020.01,4,123.0,9,10,10,30.75
MKK-VJ-986,2020.01,4,126.0,7,8,12,31.5
THL-U-715,2020.01,6,130.5,11,5,13,21.75
GF-I-951,2020.01,6,162.0,18,28,4,27.0
LM-SX-381,2020.01,5,173.0,13,12,15,34.6
SB-ZW-871,2020.01,7,207.0,16,14,18,29.571428571428573
OVP-C-622,2020.01,5,114.0,15,8,8,22.8
AM-I-7,2020.01,6,165.0,23,18,8,27.5
SAW-Y-449,2020.01,4,154.5,2,19,12,38.625
DLG-S-3456,2020.01,6,195.0,17,24,11,32.5
GTH-Z-6,2020.01,5,119.5,9,5,12,23.9
OAL-A-459,2020.01,1,30.0,1,8,0,30.0
KC-EG-737,2020.01,2,76.0,10,2,7,38.0
SL-RS-233,2020.01,3,142.0,8,2,17,47.333333333333336
BOT-TZ-641,2020.01,4,82.0,6,8,6,20.5
WIL-C-44,2020.01,6,264.5,22,21,21,44.083333333333336
OE-W-823,2020.01,2,65.0,1,0,9,32.5
OHZ-FH-29,2020.01,2,58.0,1,6,5,29.0
SO-M-79,2020.01,3,83.5,12,1,8,27.833333333333332
EL-S-183,2020.01,4,157.5,14,13,12,39.375
BZ-B-2936,2020.01,3,98.0,7,6,9,32.666666666666664
PR-JQ-945,2020.01,5,114.0,8,8,10,22.8
BP-QM-566,2020.01,2,64.0,4,2,7,32.0
RV-AQ-65,2020.01,3,94.5,7,7,8,31.5
LOS-M-36,2020.01,7,174.0,24,20,8,24.857142857142858
WOB-QE-952,2020.01,4,158.5,4,15,14,39.625
BD-OO-2812,2020.01,3,71.0,4,4,7,23.666666666666668
PF-AI-137,2020.01,2,19.0,6,0,1,9.5
SB-Q-528,2020.01,9,242.0,16,22,19,26.88888888888889
SLK-KB-936,2020.01,2,82.5,8,7,6,41.25
GR-VF-571,2020.01,6,136.0,12,10,11,22.666666666666668
AW-F-46,2020.01,8,264.0,13,30,19,33.0
RPL-EJ-464,2020.01,2,114.0,1,8,12,57.0
NDH-B-8678,2020.01,4,69.0,3,8,5,17.25
EN-A-8,2020.01,4,165.5,11,9,16,41.375
GZ-QU-8,2020.01,3,117.5,8,11,9,39.166666666666664
HN-T-98,2020.01,5,210.0,7,16,20,42.0
RÜG-UX-14,2020.01,4,133.5,16,9,10,33.375
DEL-OY-82,2020.01,5,117.0,13,12,7,23.4
SLS-F-723,2020.01,4,131.0,6,14,10,32.75
LDK-RP-86,2020.01,2,65.0,8,2,6,32.5
OE-VX-791,2020.01,1,23.5,3,3,1,23.5
HX-T-776,2020.01,3,98.0,7,8,8,32.666666666666664
SAD-K-6912,2020.01,3,110.0,13,4,10,36.666666666666664
NOH-ZD-37,2020.01,3,160.5,5,15,14,53.5
MZG-MD-6,2020.01,5,165.5,18,9,14,33.1
LU-U-52,2020.01,3,64.0,11,6,3,21.333333333333332
KUS-YD-35,2020.01,3,101.5,14,13,4,33.833333333333336
TG-JM-7,2020.01,3,115.0,5,2,14,38.333333333333336
FFB-F-846,2020.01,5,157.0,5,12,15,31.4
OAL-VK-36,2020.01,3,89.0,6,2,10,29.666666666666668
MTK-O-27,2020.01,2,80.5,14,5,5,40.25
JL-C-264,2020.01,4,64.5,6,9,3,16.125
REG-SE-5415,2020.01,4,158.5,4,15,14,39.625
NWM-TI-235,2020.01,4,122.5,7,11,10,30.625
WUN-YQ-715,2020.01,3,170.0,15,14,13,56.666666666666664
BLK-D-132,2020.01,3,148.0,11,8,14,49.333333333333336
KU-MW-29,2020.01,4,177.0,8,22,12,44.25
OL-A-623,2020.01,2,22.0,4,2,1,11.0
ES-RK-632,2020.01,3,149.0,15,8,13,49.666666666666664
FO-RR-727,2020.01,1,34.5,5,1,3,34.5
HDH-TT-9,2020.01,3,104.5,5,7,10,34.833333333333336
LD-YO-917,2020.01,5,137.5,11,5,14,27.5
M-O-292,2020.01,4,175.5,16,7,17,43.875
WAK-T-61,2020.01,3,140.0,7,10,13,46.666666666666664
NW-MZ-535,2020.01,3,72.5,10,9,3,24.166666666666668
LSA-IH-9,2020.01,2,54.5,8,3,4,27.25
SOK-YW-9,2020.01,3,91.0,7,2,10,30.333333333333332
NVP-WI-779,2020.01,3,80.5,7,7,6,26.833333333333332
DEG-CP-3,2020.01,3,138.5,8,17,9,46.166666666666664
KL-ON-8,2020.01,2,76.0,10,4,6,38.0
HGW-M-456,2020.01,5,143.5,21,13,8,28.7
Z-OH-5,2020.01,4,98.5,9,19,2,24.625
NW-N-736,2020.01,2,104.0,10,10,7,52.0
MKK-CL-93,2020.01,3,90.0,10,6,7,30.0
IGB-O-746,2020.01,3,121.0,8,10,10,40.333333333333336
DU-TY-4369,2020.01,3,95.5,11,3,9,31.833333333333332
EA-WQ-577,2020.01,3,72.5,3,9,5,24.166666666666668
GL-I-551,2020.01,3,99.0,4,10,8,33.0
WÜ-L-2739,2020.01,5,211.5,20,15,17,42.3
PLÖ-X-7727,2020.01,4,80.5,7,9,5,20.125
IN-NT-115,2020.01,3,99.5,6,13,6,33.166666666666664
Y-ES-77,2020.01,2,24.5,7,1,1,12.25
LD-CL-4527,2020.01,2,65.0,1,8,5,32.5
GZ-S-47,2020.01,3,103.5,8,11,7,34.5
COC-F-49,2020.01,1,9.0,1,2,0,9.0
BP-O-42,2020.01,3,142.0,1,24,8,47.333333333333336
NB-PX-887,2020.01,1,30.5,3,1,3,30.5
AZ-GM-4421,2020.01,3,182.5,16,19,12,60.833333333333336
EIC-NB-96,2020.01,1,48.0,3,4,4,48.0
W-BG-118,2020.01,2,105.5,9,11,7,52.75
WHV-B-96,2020.01,5,133.0,14,12,9,26.6
KG-OF-875,2020.01,4,97.0,17,8,5,24.25
RD-UJ-8154,2020.01,5,172.5,11,11,16,34.5
EMS-NC-39,2020.01,5,97.5,5,7,9,19.5
R-OV-1777,2020.01,1,49.0,0,0,7,49.0
HWI-HV-63,2020.01,3,73.5,7,5,6,24.5
BÜS-MD-55,2020.01,3,97.0,3,6,10,32.333333333333336
KS-H-618,2020.01,2,20.5,5,3,0,10.25
VIE-B-725,2020.01,2,64.5,6,5,5,32.25
DEL-U-45,2020.01,2,90.0,3,6,9,45.0
SIM-N-72,2020.01,3,78.5,6,7,6,26.166666666666668
NL-CH-951,2020.01,2,100.5,3,7,10,50.25
LB-WB-83,2020.01,1,40.5,1,1,5,40.5
GÖ-DQ-38,2020.01,1,19.5,1,5,0,19.5
LG-I-3,2020.01,1,5.5,1,1,0,5.5
SLS-O-59,2020.01,1,16.0,1,0,2,16.0
K-O-82,2020.01,4,79.5,3,9,6,19.875
HDH-SY-2353,2020.01,2,43.5,6,3,3,21.75
HDH-ZP-5,2020.01,5,146.0,10,14,11,29.2
FT-KC-243,2020.01,4,118.5,12,5,11,29.625
SO-Z-874,2020.01,2,61.0,6,10,2,30.5
BAR-E-4,2020.01,1,48.5,5,5,3,48.5
EB-X-28,2020.01,3,98.5,9,7,8,32.833333333333336
KIB-F-795,2020.01,4,161.5,9,11,15,40.375
EIC-OX-514,2020.01,2,54.0,6,6,3,27.0
FÜ-BE-329,2020.01,2,79.0,1,4,9,39.5
HRO-G-2464,2020.01,1,62.0,3,6,5,62.0
GS-W-438,2020.01,3,60.5,4,3,6,20.166666666666668
AN-LV-689,2020.01,1,20.0,3,2,1,20.0
HEL-TO-642,2020.01,3,127.5,13,15,7,42.5
WTM-E-4671,2020.01,2,69.5,5,1,8,34.75
PAN-R-38,2020.01,3,74.0,2,4,8,24.666666666666668
SAW-B-78,2020.01,1,86.5,3,5,9,86.5
TBB-P-32,2020.01,2,42.5,2,7,2,21.25
LOS-OI-716,2020.01,2,91.5,9,3,9,45.75
AA-NU-798,2020.01,1,18.0,2,2,1,18.0
SÜW-P-3,2020.01,3,74.0,9,10,3,24.666666666666668
KS-NO-59,2020.01,1,8.0,4,0,0,8.0
SOK-VS-534,2020.01,1,36.0,4,0,4,36.0
HWI-F-91,2020.01,2,100.5,10,9,7,50.25
WAF-G-264,2020.01,2,15.0,4,2,0,7.5
S-G-29,2020.01,1,14.0,0,0,2,14.0
GI-QX-227,2020.01,1,34.5,5,7,0,34.5
EU-RO-1,2020.01,1,11.0,2,2,0,11.0
FS-V-665,2020.02,6,205.5,3,21,18,34.25
AUR-X-97,2020.02,7,235.0,23,22,16,33.57142857142857
FL-S-62,2020.02,6,183.5,20,17,12,30.583333333333332
S-K-1752,2020.02,5,186.0,16,16,14,37.2
AW-S-6395,2020.02,5,158.5,11,3,18,31.7
HDH-ZE-418,2020.02,5,89.0,6,6,8,17.8
NK-PB-23,2020.02,9,230.0,24,28,12,25.555555555555557
AP-PC-542,2020.02,7,193.5,11,29,10,27.642857142857142
WES-PY-211,2020.02,4,138.5,22,13,7,34.625
KI-XS-3535,2020.02,4,105.5,16,7,7,26.375
HN-T-98,2020.02,7,227.0,19,18,18,32.42857142857143
MS-F-74,2020.02,4,104.0,17,4,8,26.0
RO-N-61,2020.02,5,206.0,12,12,20,41.2
DH-MT-479,2020.02,6,165.0,9,12,15,27.5
NMS-BN-552,2020.02,6,160.5,19,11,12,26.75
Y-WU-48,2020.02,4,132.0,10,14,9,33.0
KN-A-348,2020.02,4,168.5,9,9,17,42.125
HDH-GJ-64,2020.02,5,73.0,12,10,2,14.6
SHA-SB-8,2020.02,3,104.5,5,9,9,34.833333333333336
BO-PT-722,2020.02,3,139.0,10,8,13,46.333333333333336
AM-I-7,2020.02,3,100.0,8,12,6,33.333333333333336
HX-A-86,2020.02,5,129.5,21,13,6,25.9
BOR-D-22,2020.02,5,141.0,4,4,17,28.2
LM-SX-381,2020.02,2,96.0,6,0,12,48.0
ZW-F-6,2020.02,5,122.0,5,10,11,24.4
FL-FE-453,2020.02,4,205.0,8,8,23,51.25
BIT-BA-78,2020.02,2,49.0,7,6,2,24.5
LOS-L-92,2020.02,6,203.5,16,21,14,33.916666666666664
SK-O-2,2020.02,3,60.0,2,4,6,20.0
SIG-R-3871,2020.02,5,140.0,7,10,13,28.0
GE-I-1289,2020.02,7,288.5,20,21,25,41.214285714285715
LWL-YE-8611,2020.02,3,105.0,0,10,10,35.0
LB-WB-83,2020.02,8,217.0,14,24,15,27.125
TUT-O-99,2020.02,2,37.5,3,3,3,18.75
K-O-82,2020.02,3,50.0,4,6,3,16.666666666666668
NU-PM-2,2020.02,9,323.5,27,25,26,35.94444444444444
AZ-GM-4421,2020.02,8,315.0,21,26,26,39.375
AZ-HX-92,2020.02,4,64.0,4,12,2,16.0
AM-VR-87,2020.02,5,258.5,19,15,24,51.7
WB-XG-76,2020.02,4,97.0,10,8,7,24.25
OSL-BW-924,2020.02,6,162.0,18,14,11,27.0
R-H-92,2020.02,5,146.0,17,10,11,29.2
MKK-VJ-986,2020.02,1,18.0,2,0,2,18.0
AK-PQ-89,2020.02,7,273.0,21,20,23,39.0
HSK-V-3,2020.02,4,110.0,6,10,9,27.5
SHA-TG-92,2020.02,3,119.0,7,6,12,39.666666666666664
UN-U-3962,2020.02,4,146.0,10,16,10,36.5
G-W-9626,2020.02,5,82.0,13,12,2,16.4
HX-VE-52,2020.02,8,248.0,19,18,21,31.0
HRO-T-727,2020.02,7,180.0,13,12,16,25.714285714285715
TDO-O-72,2020.02,5,182.0,14,12,16,36.4
SP-DC-23,2020.02,6,255.5,7,23,23,42.583333333333336
HL-WN-13,2020.02,4,149.0,22,12,9,37.25
BRA-WE-53,2020.02,4,107.5,10,13,6,26.875
SAD-TZ-61,2020.02,3,137.5,4,11,13,45.833333333333336
GRZ-DG-313,2020.02,7,312.0,16,28,26,44.57142857142857
SM-RI-94,2020.02,4,149.0,8,14,12,37.25
DAN-DN-41,2020.02,5,156.0,8,18,11,31.2
SW-RM-63,2020.02,5,162.5,13,7,16,32.5
OG-EG-131,2020.02,8,190.5,20,15,14,23.8125
MN-W-8,2020.02,5,139.5,19,15,7,27.9
REG-XM-734,2020.02,4,112.5,2,9,11,28.125
ME-UK-74,2020.02,6,204.0,18,10,19,34.0
MTK-J-1,2020.02,2,27.0,3,6,0,13.5
HBN-NT-57,2020.02,2,34.0,3,2,3,17.0
HAM-V-523,2020.02,5,130.5,11,9,11,26.1
SK-LP-46,2020.02,3,68.0,13,2,5,22.666666666666668
AS-N-77,2020.02,5,132.5,12,11,10,26.5
A-H-859,2020.02,5,114.0,8,12,8,22.8
EL-B-287,2020.02,4,159.0,13,6,16,39.75
OE-W-823,2020.02,1,13.5,5,1,0,13.5
SAW-B-78,2020.02,7,175.5,9,15,15,25.071428571428573
AIC-Q-5,2020.02,5,167.5,12,17,12,33.5
LER-JZ-1955,2020.02,4,130.5,11,9,11,32.625
TDO-EE-7943,2020.02,5,143.0,19,14,8,28.6
STD-DW-8,2020.02,6,199.0,12,12,19,33.166666666666664
MSP-RR-3899,2020.02,4,152.0,6,16,12,38.0
SLF-G-6848,2020.02,2,58.5,3,5,5,29.25
HRO-VJ-86,2020.02,2,65.5,3,3,7,32.75
HR-K-93,2020.02,8,195.0,24,14,14,24.375
P-P-88,2020.02,2,121.0,1,8,13,60.5
R-C-42,2020.02,10,365.5,34,25,30,36.55
SAD-J-174,2020.02,5,130.0,16,12,8,26.0
ES-RK-632,2020.02,3,79.5,3,17,2,26.5
GS-R-5,2020.02,5,106.5,13,7,8,21.3
GER-X-49,2020.02,7,145.5,15,13,10,20.785714285714285
OD-G-493,2020.02,3,78.5,6,5,7,26.166666666666668
ME-TS-1281,2020.02,2,60.5,11,9,1,30.25
FDS-QV-72,2020.02,3,74.5,11,7,4,24.833333333333332
OAL-VK-36,2020.02,4,109.5,4,7,11,27.375
RV-B-431,2020.02,5,80.0,12,8,4,16.0
NOM-WG-8254,2020.02,3,107.0,8,12,7,35.666666666666664
AW-F-46,2020.02,4,133.0,14,8,11,33.25
EA-K-3,2020.02,2,72.0,8,4,6,36.0
LSN-N-9759,2020.02,4,90.5,12,5,7,22.625
NR-LN-2929,2020.02,2,79.0,8,8,5,39.5
